"x","y"
0,1.05882e-11
0,1.15748e-11
0,1.31354e-11
0,1.44475e-11
0.00065,1.47414e-11
0.00149717,1.51346e-11
0.00264084,1.56842e-11
0.0041848,1.6462e-11
0.00626915,1.75808e-11
0.00696046,1.79703e-11
0.0078776,1.85019e-11
0.00911573,1.92472e-11
0.0107872,2.03062e-11
0.0130047,2.18108e-11
0.0158431,2.39164e-11
0.0196087,2.70564e-11
0.0241651,3.14599e-11
0.0301036,3.83784e-11
0.0377048,4.96577e-11
0.0477892,7.02156e-11
0.0609324,1.10948e-10
0.0780625,2.02825e-10
0.100389,4.48354e-10
0.128445,1.22071e-09
0.160945,3.8951e-09
0.193445,1.23582e-08
0.225945,3.87162e-08
0.258445,1.18164e-07
0.290945,3.41754e-07
0.323445,8.86286e-07
0.355945,1.92852e-06
0.388445,3.49788e-06
0.420945,5.37401e-06
0.453445,7.27933e-06
0.485945,9.01344e-06
0.518445,1.04061e-05
0.550945,1.14406e-05
0.583445,1.22578e-05
0.615945,1.29923e-05
0.648445,1.37162e-05
0.65,1.37512e-05

"x","y"
0,9.86322e-20
0,4.59418e-20
0,2.10429e-19
0,3.90876e-12
0,5.28889e-12
0,5.50586e-12
0,5.36174e-12
0,5.16593e-12
0,5.27975e-12
0,5.57531e-12
0,5.86617e-12
0,6.01112e-12
0,6.19556e-12
0,6.43821e-12
0,6.75946e-12
0,7.20619e-12
0,7.52102e-12
0,7.97694e-12
0,8.66782e-12
0,9.74175e-12
0,9.89875e-12
0.00065,1.0097e-11
0.00149717,1.03623e-11
0.00264084,1.07331e-11
0.0041848,1.12576e-11
0.00623312,1.19987e-11
0.00895057,1.30675e-11
0.0125557,1.46524e-11
0.0173385,1.70908e-11
0.0236837,2.10324e-11
0.0321017,2.78387e-11
0.0432695,4.06776e-11
0.0578249,6.73196e-11
0.0767955,1.31231e-10
0.10152,3.16587e-10
0.132591,9.64353e-10
0.165091,3.09381e-09
0.197591,9.87221e-09
0.230091,3.11167e-08
0.262591,9.55953e-08
0.295091,2.78433e-07
0.327591,7.25927e-07
0.360091,1.59162e-06
0.392591,2.90722e-06
0.425091,4.49278e-06
0.457591,6.09952e-06
0.490091,7.53482e-06
0.522591,8.63376e-06
0.555091,9.3994e-06
0.587591,9.99049e-06
0.620091,1.05302e-05
0.65,1.10286e-05

"x","y"
0,3.84281e-20
0,5.79221e-20
0,2.42712e-19
0,3.36462e-12
0,4.59301e-12
0,4.81089e-12
0,4.693e-12
0,4.54472e-12
0,4.66429e-12
0,4.88484e-12
0,5.10028e-12
0,5.21502e-12
0,5.35978e-12
0,5.5486e-12
0,5.79312e-12
0,6.13082e-12
0,6.63578e-12
0,7.43676e-12
0,8.18839e-12
0.00065,8.35499e-12
0.00151233,8.58218e-12
0.00267648,8.89988e-12
0.00424809,9.34994e-12
0.00629641,9.97518e-12
0.00901385,1.08776e-11
0.012619,1.22169e-11
0.0174018,1.42798e-11
0.023747,1.76196e-11
0.032165,2.33979e-11
0.0433328,3.43251e-11
0.0578882,5.70724e-11
0.0768588,1.11859e-10
0.101584,2.71547e-10
0.132655,8.3298e-10
0.165155,2.68996e-09
0.197655,8.63396e-09
0.230155,2.73418e-08
0.262655,8.42576e-08
0.295155,2.45458e-07
0.327655,6.37175e-07
0.360155,1.38747e-06
0.392655,2.52127e-06
0.425155,3.89673e-06
0.457655,5.32219e-06
0.490155,6.65918e-06
0.522655,7.79384e-06
0.555155,8.66414e-06
0.587655,9.32979e-06
0.620155,9.90356e-06
0.65,1.0414e-05

"x","y"
0,2.00458e-20
0,1.38268e-20
0,7.46948e-20
0,3.06887e-12
0,4.25593e-12
0,4.45416e-12
0,4.34036e-12
0,4.18283e-12
0,4.32277e-12
0,4.52368e-12
0,4.7391e-12
0,5.01686e-12
0,5.21263e-12
0,5.4983e-12
0,5.94282e-12
0,6.67695e-12
0,8.00801e-12
0,1.05314e-11
0,1.25613e-11
0.00065,1.27291e-11
0.00151233,1.29572e-11
0.00267648,1.3275e-11
0.00424809,1.37229e-11
0.00633308,1.43529e-11
0.00909917,1.52562e-11
0.0127688,1.65866e-11
0.0176373,1.86179e-11
0.0239825,2.1811e-11
0.0322524,2.71484e-11
0.0430309,3.68322e-11
0.0570788,5.64285e-11
0.0753879,1.02252e-10
0.0992508,2.31833e-10
0.129238,6.73757e-10
0.161738,2.18427e-09
0.194238,7.11234e-09
0.226738,2.30284e-08
0.259238,7.32759e-08
0.291738,2.24205e-07
0.324238,6.27595e-07
0.356738,1.49136e-06
0.389238,2.91644e-06
0.421738,4.69222e-06
0.454238,6.46203e-06
0.486738,7.97464e-06
0.519238,9.08188e-06
0.551738,9.86048e-06
0.584238,1.04834e-05
0.616738,1.1065e-05
0.649238,1.16565e-05
0.65,1.16707e-05

"x","y"
0,1.24647e-20
0,2.37809e-20
0,-4.31763e-20
0,2.19422e-12
0,3.05599e-12
0,3.21151e-12
0,3.13403e-12
0,3.03e-12
0,3.12798e-12
0,3.24848e-12
0,3.40349e-12
0,3.65628e-12
0,4.03427e-12
0,4.65215e-12
0,5.16581e-12
0,6.03905e-12
0,7.5766e-12
0,1.03595e-11
0,1.12483e-11
0.00065,1.13792e-11
0.00149717,1.15536e-11
0.00264084,1.1796e-11
0.0041848,1.21363e-11
0.00623312,1.26123e-11
0.00895057,1.32903e-11
0.0125557,1.42804e-11
0.0173385,1.57757e-11
0.0236837,1.81407e-11
0.0321017,2.21283e-11
0.0432695,2.94698e-11
0.0580855,4.47237e-11
0.0777414,8.21021e-11
0.10336,1.93384e-10
0.13586,6.08082e-10
0.16836,1.96641e-09
0.20086,6.40475e-09
0.23336,2.07587e-08
0.26586,6.60877e-08
0.29836,2.01777e-07
0.33086,5.58916e-07
0.36336,1.31334e-06
0.39586,2.53571e-06
0.42836,4.03919e-06
0.46086,5.51475e-06
0.49336,6.72844e-06
0.52586,7.54985e-06
0.55836,8.09521e-06
0.59086,8.53763e-06
0.62336,8.96551e-06
0.65,9.32771e-06

"x","y"
0,1.17304e-20
0,7.05292e-21
0,7.42119e-20
0,1.94384e-12
0,2.72211e-12
0,2.87085e-12
0,2.80115e-12
0,2.73434e-12
0,2.81507e-12
0,2.90075e-12
0,3.02193e-12
0,3.21368e-12
0,3.4891e-12
0,3.94392e-12
0,4.72535e-12
0,6.31575e-12
0,8.27172e-12
0.00065,8.37948e-12
0.00149717,8.52319e-12
0.00264084,8.72323e-12
0.0041848,9.00478e-12
0.00623312,9.39983e-12
0.00895057,9.9648e-12
0.0125557,1.07939e-11
0.0173385,1.20538e-11
0.0236837,1.4062e-11
0.0321017,1.74786e-11
0.0432695,2.38328e-11
0.0580855,3.7177e-11
0.0777414,7.02112e-11
0.10336,1.69426e-10
0.13586,5.41624e-10
0.16836,1.76572e-09
0.20086,5.77353e-09
0.23336,1.87325e-08
0.26586,5.9548e-08
0.29836,1.80793e-07
0.33086,4.95214e-07
0.36336,1.14643e-06
0.39586,2.18641e-06
0.42836,3.46995e-06
0.46086,4.77165e-06
0.49336,5.93038e-06
0.52586,6.83116e-06
0.55836,7.46866e-06
0.59086,7.95513e-06
0.62336,8.39735e-06
0.65,8.76346e-06

"x","y"
0,1.30032e-20
0,2.66668e-20
0,-8.21646e-20
0,2.40106e-11
0,3.25452e-11
0,3.384e-11
0,3.26612e-11
0,3.28691e-11
0,3.42666e-11
0,3.76673e-11
0,4.08349e-11
0,4.55416e-11
0,5.20466e-11
0,6.14712e-11
0,7.62601e-11
0,1.01275e-10
0,1.46768e-10
0,2.32645e-10
0,4.03219e-10
0,4.10082e-10
0.00065,4.12997e-10
0.00149717,4.16854e-10
0.00264084,4.22168e-10
0.0041848,4.29544e-10
0.00623312,4.39704e-10
0.00895057,4.53887e-10
0.0125557,4.74047e-10
0.0173385,5.0344e-10
0.0236837,5.47854e-10
0.0321017,6.18451e-10
0.0432695,7.39117e-10
0.0580855,9.67945e-10
0.0777414,1.4707e-09
0.103818,2.82434e-09
0.136318,7.13848e-09
0.168818,1.9309e-08
0.201318,5.32968e-08
0.233818,1.44999e-07
0.266318,3.75788e-07
0.298818,8.8899e-07
0.331318,1.8253e-06
0.363818,3.17981e-06
0.396318,4.8369e-06
0.428818,6.63855e-06
0.461318,8.47596e-06
0.493818,1.02972e-05
0.526318,1.20901e-05
0.558818,1.38607e-05
0.591318,1.5614e-05
0.623818,1.73494e-05
0.65,1.87328e-05

"x","y"
0,1.15181e-20
0,1.6e-20
0,-6.97822e-20
0,1.70099e-11
0,2.33353e-11
0,2.45757e-11
0,2.40138e-11
0,2.43061e-11
0,2.54429e-11
0,2.86765e-11
0,3.16937e-11
0,3.61533e-11
0,4.24709e-11
0,5.19103e-11
0,6.7069e-11
0,9.32607e-11
0,1.41038e-10
0,2.29595e-10
0,4.1017e-10
0,4.13065e-10
0.00065,4.15656e-10
0.00149717,4.19076e-10
0.00264084,4.23769e-10
0.0041848,4.30249e-10
0.00623312,4.39112e-10
0.00895057,4.51367e-10
0.0125557,4.68569e-10
0.0173385,4.93234e-10
0.0236837,5.29686e-10
0.0321017,5.85994e-10
0.0432695,6.7884e-10
0.0580855,8.47608e-10
0.0777414,1.20223e-09
0.103818,2.12098e-09
0.136318,4.98579e-09
0.168818,1.30529e-08
0.201318,3.58456e-08
0.233818,9.87065e-08
0.266318,2.62278e-07
0.298818,6.43988e-07
0.331318,1.38527e-06
0.363818,2.53703e-06
0.396318,4.04673e-06
0.428818,5.77454e-06
0.461318,7.5874e-06
0.493818,9.39984e-06
0.526318,1.11671e-05
0.558818,1.28796e-05
0.591318,1.45391e-05
0.623818,1.61513e-05
0.65,1.74221e-05

"x","y"
0,1.93368e-20
0,1.27583e-20
0,6.32775e-20
0,1.31003e-11
0,1.79654e-11
0,1.88808e-11
0,1.84324e-11
0,1.86469e-11
0,1.94012e-11
0,2.16759e-11
0,2.62295e-11
0,3.26361e-11
0,3.73102e-11
0,4.44215e-11
0,5.59555e-11
0,7.60816e-11
0,1.11119e-10
0,1.74279e-10
0,2.71287e-10
0.00065,2.73063e-10
0.00149717,2.75409e-10
0.00264084,2.78631e-10
0.0041848,2.83085e-10
0.00623312,2.89187e-10
0.00895057,2.97643e-10
0.0125557,3.0955e-10
0.0173385,3.26693e-10
0.0236837,3.52176e-10
0.0321017,3.9185e-10
0.0432695,4.57939e-10
0.0580855,5.79777e-10
0.0777414,8.40371e-10
0.10336,1.51214e-09
0.13586,3.67659e-09
0.16836,9.88609e-09
0.20086,2.77185e-08
0.23336,7.76655e-08
0.26586,2.09624e-07
0.29836,5.22358e-07
0.33086,1.13615e-06
0.36336,2.09981e-06
0.39586,3.37536e-06
0.42836,4.84002e-06
0.46086,6.36809e-06
0.49336,7.8725e-06
0.52586,9.31196e-06
0.55836,1.06922e-05
0.59086,1.20334e-05
0.62336,1.33491e-05
0.65,1.44135e-05

"x","y"
0,5.12477e-20
0,5.90172e-20
0,-1.57755e-19
0,1.07615e-11
0,1.41717e-11
0,1.43712e-11
0,1.35308e-11
0,1.32861e-11
0,1.36747e-11
0,1.43166e-11
0,1.53833e-11
0,1.61544e-11
0,1.70215e-11
0,1.80447e-11
0,1.93266e-11
0,2.10934e-11
0,2.36755e-11
0,2.75688e-11
0,3.37674e-11
0,3.55054e-11
0.00065,3.6161e-11
0.00149717,3.70367e-11
0.00264084,3.82582e-11
0.0041848,3.99819e-11
0.00626915,4.24524e-11
0.00696046,4.33101e-11
0.0078776,4.44786e-11
0.00911573,4.61134e-11
0.0107872,4.84295e-11
0.0130047,5.17072e-11
0.0158431,5.62713e-11
0.0196087,6.30325e-11
0.0246044,7.34219e-11
0.0312321,9.0186e-11
0.0400247,1.19062e-10
0.0516896,1.73337e-10
0.0671651,2.87966e-10
0.0876959,5.70774e-10
0.114454,1.40552e-09
0.146954,4.21461e-09
0.179454,1.25719e-08
0.211954,3.69613e-08
0.244454,1.05608e-07
0.276954,2.86122e-07
0.309454,7.05895e-07
0.341954,1.4959e-06
0.374454,2.67056e-06
0.406954,4.10508e-06
0.439454,5.62164e-06
0.471954,7.12751e-06
0.504454,8.60723e-06
0.536954,1.00682e-05
0.569454,1.15167e-05
0.601954,1.29527e-05
0.634454,1.43742e-05
0.65,1.5049e-05

"x","y"
0,-9.20346e-21
0,3.03657e-20
0,8.45773e-20
0,7.27933e-12
0,9.5818e-12
0,9.70448e-12
0,9.13129e-12
0,8.99085e-12
0,9.23441e-12
0,9.70572e-12
0,1.04719e-11
0,1.10014e-11
0,1.15983e-11
0,1.23076e-11
0,1.3227e-11
0,1.45404e-11
0,1.6501e-11
0,1.95046e-11
0,2.35868e-11
0,2.43222e-11
0.00065,2.47546e-11
0.00149717,2.53322e-11
0.00264084,2.61375e-11
0.0041848,2.72736e-11
0.00623312,2.88722e-11
0.00895057,3.11658e-11
0.0125557,3.45434e-11
0.0173385,3.96939e-11
