x,y
0.00422092,1.29E-08
0.00626988,1.30E-08
0.00898816,1.30E-08
0.0125944,1.31E-08
0.0173787,1.32E-08
0.0237259,1.34E-08
0.0321464,1.35E-08
0.0433177,1.38E-08
0.0581383,1.41E-08
0.0778003,1.46E-08
0.103885,1.53E-08
0.136385,1.62E-08
0.168885,1.71E-08
0.201385,1.83E-08
0.233885,1.96E-08
0.266385,2.14E-08
0.298885,2.40E-08
0.331385,2.80E-08
0.363885,3.40E-08
0.396385,4.34E-08
0.428885,5.84E-08
0.461385,8.31E-08
0.493885,1.24E-07
0.526385,1.91E-07
0.558885,2.99E-07
0.591385,4.69E-07
0.623885,7.24E-07
0.65,1.01E-06
0,3.88E-19
0,6.70E-19
0,-7.39E-19
0,1.72E-10
0,2.85E-10
0,3.64E-10
0,4.19E-10
0,4.64E-10
0,5.16E-10
0,6.02E-10
0,7.69E-10
0,1.10E-09
0,1.45E-09
0,2.07E-09
0,3.13E-09
0,5.25E-09
0,1.00E-08
0,2.07E-08
0,2.95E-08
0,4.23E-08
0,4.58E-08
0.00065,4.59E-08
0.00149717,4.60E-08
0.00264084,4.61E-08
0.00415812,4.63E-08
0.00610023,4.65E-08
0.00867677,4.68E-08
0.012095,4.72E-08
0.0166298,4.77E-08
0.022646,4.83E-08
0.0306275,4.93E-08
0.0412162,5.05E-08
0.055264,5.22E-08
0.0739007,5.46E-08
0.0981905,5.78E-08
0.129848,6.22E-08
0.162348,6.72E-08
0.194848,7.26E-08
0.227348,7.86E-08
0.259848,8.54E-08
0.292348,9.34E-08
0.324848,1.03E-07
0.357348,1.17E-07
0.389848,1.35E-07
0.422348,1.60E-07
0.454848,1.97E-07
0.487348,2.57E-07
0.519848,3.57E-07
0.552348,5.29E-07
0.584848,8.18E-07
0.617348,1.29E-06
0.649848,2.00E-06
0.65,2.00E-06
0,4.53E-19
0,3.73E-19
0,1.74E-18
0,1.45E-11
0,2.40E-11
0,3.06E-11
0,3.51E-11
0,3.87E-11
0,4.09E-11
0,4.41E-11
0,4.93E-11
0,5.82E-11
0,7.46E-11
0,1.05E-10
0,1.70E-10
0,2.39E-10
0,3.77E-10
0,6.66E-10
0,1.32E-09
0,2.88E-09
0,4.26E-09
0,5.98E-09
0.00065,5.99E-09
0.00151233,6.00E-09
0.00267648,6.01E-09
0.00422092,6.03E-09
0.00626988,6.05E-09
0.00898816,6.08E-09
0.0125944,6.13E-09
0.0173787,6.18E-09
0.0237259,6.25E-09
0.0321464,6.35E-09
0.0433177,6.49E-09
0.0581383,6.67E-09
0.0778003,6.92E-09
0.103885,7.28E-09
0.136385,7.76E-09
0.168885,8.32E-09
0.201385,9.00E-09
0.233885,9.88E-09
0.266385,1.12E-08
0.298885,1.32E-08
0.331385,1.65E-08
0.363885,2.19E-08
0.396385,3.08E-08
0.428885,4.63E-08
0.461385,7.30E-08
0.493885,1.19E-07
0.526385,1.97E-07
0.558885,3.23E-07
0.591385,5.21E-07
0.623885,8.12E-07
0.65,1.13E-06
0,2.88E-19
0,4.45E-19
0,1.42E-18
0,8.36E-11
0,1.38E-10
0,1.76E-10
0,2.01E-10
0,2.21E-10
0,2.44E-10
0,2.82E-10
0,3.55E-10
0,5.02E-10
0,6.58E-10
0,9.35E-10
0,1.41E-09
0,2.34E-09
0,4.46E-09
0,9.48E-09
0,1.39E-08
0,2.03E-08
0,2.20E-08
0.00065,2.20E-08
0.00149717,2.21E-08
0.00264084,2.22E-08
0.0041848,2.22E-08
0.00520896,2.23E-08
0.00656768,2.24E-08
0.00837025,2.25E-08
0.0107617,2.26E-08
0.0139343,2.28E-08
0.0181432,2.30E-08
0.0237272,2.34E-08
0.0311352,2.38E-08
0.0409631,2.44E-08
0.0540015,2.52E-08
0.0709949,2.63E-08
0.093143,2.79E-08
0.122009,3.00E-08
0.154509,3.26E-08
0.187009,3.54E-08
0.219509,3.87E-08
0.252009,4.25E-08
0.284509,4.72E-08
0.317009,5.35E-08
0.349509,6.26E-08
0.382009,7.62E-08
0.414509,9.69E-08
0.447009,1.31E-07
0.479509,1.89E-07
0.512009,2.92E-07
0.544509,4.78E-07
0.577009,7.97E-07
0.609509,1.31E-06
0.642009,2.10E-06
0.65,2.34E-06
0,3.13E-20
0,3.40E-20
0,-3.30E-20
0,1.96E-12
0,2.94E-12
0,3.29E-12
0,3.35E-12
0,3.35E-12
0,3.61E-12
0,4.28E-12
0,4.76E-12
0,5.46E-12
0,6.62E-12
0,8.58E-12
0,1.21E-11
0,1.90E-11
0,2.58E-11
0,3.83E-11
0,6.34E-11
0,9.78E-11
0.00065,9.80E-11
0.00151233,9.83E-11
0.00267648,9.88E-11
0.00422092,9.94E-11
0.00626988,1.00E-10
0.00898816,1.01E-10
0.0125944,1.03E-10
0.0173787,1.05E-10
0.0237259,1.08E-10
0.0321464,1.13E-10
0.0433177,1.21E-10
0.0581383,1.34E-10
0.0778003,1.61E-10
0.103885,2.22E-10
0.136385,3.79E-10
0.168885,7.10E-10
0.201385,1.39E-09
0.233885,2.79E-09
0.266385,5.67E-09
0.298885,1.15E-08
0.331385,2.28E-08
0.363885,4.40E-08
0.396385,8.29E-08
0.428885,1.52E-07
0.461385,2.67E-07
0.493885,4.49E-07
0.526385,7.25E-07
0.558885,1.13E-06
0.591385,1.68E-06
0.623885,2.43E-06
0.65,3.16E-06
0,5.18E-20
0,3.31E-20
0,2.93E-20
0,2.45E-12
0,3.69E-12
0,4.17E-12
0,4.33E-12
0,4.51E-12
0,5.10E-12
0,6.67E-12
0,9.26E-12
0,1.37E-11
0,1.75E-11
0,2.38E-11
0,3.45E-11
0,5.42E-11
0,9.43E-11
0,1.31E-10
0,1.94E-10
0,2.80E-10
0.00065,2.81E-10
0.00149717,2.82E-10
0.00264084,2.83E-10
0.00415812,2.84E-10
0.00617104,2.86E-10
0.00884151,2.89E-10
0.0123843,2.93E-10
0.0170845,2.98E-10
0.02332,3.05E-10
0.0315925,3.15E-10
0.0425673,3.29E-10
0.0571272,3.51E-10
0.0764434,3.86E-10
0.101619,4.50E-10
0.134119,5.89E-10
0.166619,8.58E-10
0.199119,1.41E-09
0.231619,2.56E-09
0.264119,5.01E-09
0.296619,1.01E-08
0.329119,2.03E-08
0.361619,3.87E-08
0.394119,7.17E-08
0.426619,1.33E-07
0.459119,2.47E-07
0.491619,4.59E-07
0.524119,8.41E-07
0.556619,1.49E-06
0.589119,2.52E-06
0.621619,4.02E-06
0.65,5.75E-06
0,1.62E-20
0,2.82E-20
0,7.19E-20
0,1.33E-12
0,1.98E-12
0,2.21E-12
0,2.23E-12
0,2.21E-12
0,2.33E-12
0,2.67E-12
0,3.14E-12
0,4.00E-12
0,5.48E-12
0,8.52E-12
0,1.15E-11
0,1.71E-11
0,2.90E-11
0,3.94E-11
0.00065,3.96E-11
0.00151233,3.97E-11
0.00267648,4.00E-11
0.00422092,4.03E-11
0.00626988,4.07E-11
0.00898816,4.13E-11
0.0125944,4.22E-11
0.0173787,4.35E-11
0.0237259,4.53E-11
0.0321464,4.83E-11
0.0433177,5.32E-11
0.0581383,6.21E-11
0.0778003,8.06E-11
0.103885,1.25E-10
0.136385,2.44E-10
0.168885,5.03E-10
0.201385,1.05E-09
0.233885,2.20E-09
0.266385,4.62E-09
0.298885,9.62E-09
0.331385,1.95E-08
0.363885,3.85E-08
0.396385,7.40E-08
0.428885,1.37E-07
0.461385,2.42E-07
0.493885,4.08E-07
0.526385,6.58E-07
0.558885,1.02E-06
0.591385,1.52E-06
0.623885,2.17E-06
0.65,2.81E-06
0,3.64E-20
0,3.10E-20
0,-7.61E-20
0,1.37E-12
0,2.04E-12
0,2.27E-12
0,2.33E-12
0,2.40E-12
0,2.64E-12
0,3.34E-12
0,4.46E-12
0,5.32E-12
0,6.74E-12
0,9.23E-12
0,1.34E-11
0,2.10E-11
0,3.57E-11
0,4.90E-11
0,7.23E-11
0,1.10E-10
0.00065,1.10E-10
0.00151233,1.11E-10
0.00267648,1.11E-10
0.00422092,1.12E-10
0.00626988,1.13E-10
0.00898816,1.14E-10
0.0125944,1.16E-10
0.0173787,1.18E-10
0.0237259,1.22E-10
0.0321464,1.26E-10
0.0433177,1.34E-10
0.0581383,1.45E-10
0.0778003,1.65E-10
0.103426,2.07E-10
0.13563,3.05E-10
0.16813,5.17E-10
0.20063,9.73E-10
0.23313,1.97E-09
0.26563,4.16E-09
0.29813,8.84E-09
0.33063,1.82E-08
0.36313,3.59E-08
0.39563,6.86E-08
0.42813,1.31E-07
0.46063,2.51E-07
0.49313,4.78E-07
0.52563,8.86E-07
0.55813,1.57E-06
0.59063,2.61E-06
0.62313,4.07E-06
0.65,5.61E-06
